id_usuario,rol_mensaje,mensaje,nivel_riesgo,creado_en
454,user,Me siento bien hoy.,Alto,2026-02-25 16:00:00
454,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-25 16:06:00
454,user,La carga académica es muy pesada.,Alto,2026-02-25 16:12:00
454,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-02-25 16:03:00
454,user,Necesito ayuda para organizarme.,Alto,2026-02-25 16:04:00
459,user,¿Hay recursos de apoyo disponibles?,Medio,2026-02-20 22:00:00
459,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-20 22:02:00
459,user,Me siento estresado con la carga de trabajo.,Medio,2026-02-20 22:12:00
459,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-20 22:06:00
459,user,Estoy preocupado por mis calificaciones.,Medio,2026-02-20 22:08:00
61,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-05-13 22:00:00
61,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-13 22:08:00
61,user,Me siento motivado pero cansado.,Medio,2026-05-13 22:10:00
61,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-13 22:18:00
61,user,Tengo problemas para concentrarme.,Medio,2026-05-13 22:24:00
493,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-02-08 23:00:00
493,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-02-08 23:03:00
493,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-02-08 23:08:00
341,user,La carga académica es muy pesada.,Alto,2026-02-09 03:00:00
341,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-02-09 03:04:00
341,user,La carga académica es muy pesada.,Alto,2026-02-09 03:06:00
341,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-02-09 03:15:00
341,user,Necesito ayuda para organizarme.,Alto,2026-02-09 03:32:00
346,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-05-28 01:00:00
346,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-05-28 01:06:00
346,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-05-28 01:02:00
346,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-05-28 01:21:00
327,user,Me siento bien hoy.,Medio,2026-03-06 18:00:00
327,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-06 18:06:00
9,user,Me siento motivado pero cansado.,Medio,2026-05-18 21:00:00
9,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-18 21:05:00
9,user,Tengo problemas para concentrarme.,Medio,2026-05-18 21:16:00
9,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-18 21:15:00
9,user,Tengo problemas para concentrarme.,Medio,2026-05-18 21:24:00
176,user,Tengo problemas para concentrarme.,Medio,2026-03-03 20:00:00
176,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-03 20:02:00
176,user,Necesito ayuda para organizarme.,Medio,2026-03-03 20:10:00
176,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-03 20:18:00
176,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-03 20:04:00
497,user,No he dormido bien esta semana.,Alto,2026-02-08 19:00:00
497,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-02-08 19:05:00
497,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-02-08 19:12:00
497,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-08 19:24:00
497,user,Estoy preocupado por mis calificaciones.,Alto,2026-02-08 19:08:00
498,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-05-24 18:00:00
498,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-24 18:04:00
498,user,Necesito ayuda para organizarme.,Medio,2026-05-24 18:06:00
292,user,Tengo problemas para concentrarme.,Medio,2026-05-29 16:00:00
292,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-29 16:03:00
292,user,Necesito ayuda para organizarme.,Medio,2026-05-29 16:06:00
292,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-29 16:09:00
329,user,Tengo problemas para concentrarme.,Medio,2026-06-22 19:00:00
329,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-22 19:05:00
329,user,Me siento estresado con la carga de trabajo.,Medio,2026-06-22 19:14:00
155,user,Necesito ayuda para organizarme.,Medio,2026-05-28 22:00:00
155,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-28 22:05:00
155,user,Me siento estresado con la carga de trabajo.,Medio,2026-05-28 22:04:00
155,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-28 22:15:00
155,user,Me siento bien hoy.,Medio,2026-05-28 22:08:00
34,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-02-19 18:00:00
34,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-02-19 18:03:00
34,user,Estoy preocupado por mis calificaciones.,Alto,2026-02-19 18:14:00
34,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-02-19 18:12:00
34,user,Me siento bien hoy.,Alto,2026-02-19 18:24:00
40,user,¿Hay recursos de apoyo disponibles?,Medio,2026-03-26 18:00:00
40,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-26 18:08:00
76,user,Tengo problemas para concentrarme.,Medio,2026-04-08 16:00:00
76,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-08 16:08:00
76,user,Me siento bien hoy.,Medio,2026-04-08 16:16:00
76,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-08 16:06:00
281,user,La carga académica es muy pesada.,Medio,2026-05-11 18:00:00
281,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-11 18:05:00
281,user,No he dormido bien esta semana.,Medio,2026-05-11 18:16:00
281,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-11 18:09:00
452,user,No he dormido bien esta semana.,Medio,2026-05-20 04:00:00
452,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-20 04:08:00
432,user,La carga académica es muy pesada.,Medio,2026-05-05 22:00:00
432,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-05 22:06:00
218,user,Me siento motivado pero cansado.,Medio,2026-03-20 21:00:00
218,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-20 21:08:00
117,user,Tengo problemas para concentrarme.,Medio,2026-07-04 20:00:00
117,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-04 20:07:00
117,user,Me siento estresado con la carga de trabajo.,Medio,2026-07-04 20:04:00
117,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-04 20:06:00
117,user,¿Hay recursos de apoyo disponibles?,Medio,2026-07-04 20:08:00
64,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-17 21:00:00
64,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-17 21:08:00
64,user,Me siento motivado pero cansado.,Medio,2026-03-17 21:02:00
64,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-17 21:21:00
64,user,Me siento estresado con la carga de trabajo.,Medio,2026-03-17 21:16:00
294,user,Me siento estresado con la carga de trabajo.,Medio,2026-06-25 21:00:00
294,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-25 21:06:00
294,user,Necesito ayuda para organizarme.,Medio,2026-06-25 21:12:00
294,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-25 21:15:00
294,user,Me siento motivado pero cansado.,Medio,2026-06-25 21:04:00
170,user,Me siento bien hoy.,Medio,2026-06-26 20:00:00
170,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-26 20:07:00
170,user,Necesito ayuda para organizarme.,Medio,2026-06-26 20:06:00
436,user,Necesito ayuda para organizarme.,Medio,2026-02-06 21:00:00
436,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-06 21:02:00
436,user,Estoy preocupado por mis calificaciones.,Medio,2026-02-06 21:12:00
322,user,Me siento motivado pero cansado.,Medio,2026-03-04 04:00:00
322,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-04 04:08:00
322,user,Necesito ayuda para organizarme.,Medio,2026-03-04 04:06:00
322,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-04 04:18:00
12,user,Tengo problemas para concentrarme.,Medio,2026-06-12 20:00:00
12,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-12 20:02:00
12,user,Me siento bien hoy.,Medio,2026-06-12 20:04:00
12,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-12 20:21:00
440,user,Estoy preocupado por mis calificaciones.,Medio,2026-04-13 00:00:00
440,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-13 00:05:00
440,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-13 00:04:00
169,user,La carga académica es muy pesada.,Medio,2026-05-08 16:00:00
169,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-08 16:04:00
169,user,Me siento bien hoy.,Medio,2026-05-08 16:08:00
452,user,La carga académica es muy pesada.,Medio,2026-06-30 04:00:00
452,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-30 04:08:00
433,user,Estoy preocupado por mis calificaciones.,Medio,2026-06-07 00:00:00
433,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-07 00:07:00
433,user,¿Hay recursos de apoyo disponibles?,Medio,2026-06-07 00:14:00
386,user,Estoy preocupado por mis calificaciones.,Alto,2026-04-19 04:00:00
386,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-04-19 04:04:00
386,user,Necesito ayuda para organizarme.,Alto,2026-04-19 04:12:00
386,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-04-19 04:09:00
168,user,No he dormido bien esta semana.,Medio,2026-07-13 19:00:00
168,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-13 19:06:00
168,user,No he dormido bien esta semana.,Medio,2026-07-13 19:08:00
372,user,Me siento motivado pero cansado.,Medio,2026-07-14 02:00:00
372,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-14 02:01:00
372,user,Me siento motivado pero cansado.,Medio,2026-07-14 02:16:00
258,user,Tengo problemas para concentrarme.,Medio,2026-01-31 18:00:00
258,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-31 18:08:00
258,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-01-31 18:04:00
258,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-31 18:18:00
258,user,No he dormido bien esta semana.,Medio,2026-01-31 18:20:00
295,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-01-23 03:00:00
295,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-01-23 03:08:00
295,user,La carga académica es muy pesada.,Medio,2026-01-23 03:10:00
295,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-23 03:12:00
295,user,¿Hay recursos de apoyo disponibles?,Medio,2026-01-23 03:28:00
77,user,¿Hay recursos de apoyo disponibles?,Medio,2026-07-09 01:00:00
77,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-07-09 01:06:00
304,user,Tengo problemas para concentrarme.,Alto,2026-02-03 01:00:00
304,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-02-03 01:03:00
379,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-06-18 04:00:00
379,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-18 04:08:00
379,user,No he dormido bien esta semana.,Medio,2026-06-18 04:12:00
49,user,Estoy preocupado por mis calificaciones.,Alto,2026-04-29 01:00:00
49,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-04-29 01:08:00
49,user,¿Puedes darme consejos para manejar el estrés?,Alto,2026-04-29 01:12:00
49,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-04-29 01:06:00
49,user,La carga académica es muy pesada.,Alto,2026-04-29 01:24:00
94,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-20 23:00:00
94,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-03-20 23:06:00
94,user,No he dormido bien esta semana.,Medio,2026-03-20 23:12:00
94,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-20 23:06:00
272,user,Necesito ayuda para organizarme.,Medio,2026-06-19 16:00:00
272,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-19 16:01:00
497,user,Estoy preocupado por mis calificaciones.,Alto,2026-01-18 16:00:00
497,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-01-18 16:06:00
497,user,No he dormido bien esta semana.,Alto,2026-01-18 16:06:00
497,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-01-18 16:24:00
97,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-13 17:00:00
97,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-13 17:03:00
97,user,Me siento motivado pero cansado.,Medio,2026-04-13 17:06:00
263,user,La carga académica es muy pesada.,Medio,2026-05-08 16:00:00
263,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-05-08 16:06:00
353,user,Me siento motivado pero cansado.,Alto,2026-05-27 18:00:00
353,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-05-27 18:03:00
317,user,Me siento motivado pero cansado.,Medio,2026-05-12 02:00:00
317,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-12 02:02:00
317,user,Necesito ayuda para organizarme.,Medio,2026-05-12 02:08:00
317,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-12 02:09:00
317,user,Me siento bien hoy.,Medio,2026-05-12 02:32:00
100,user,¿Hay recursos de apoyo disponibles?,Medio,2026-01-25 21:00:00
100,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-25 21:02:00
100,user,Necesito ayuda para organizarme.,Medio,2026-01-25 21:14:00
100,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-25 21:12:00
100,user,La carga académica es muy pesada.,Medio,2026-01-25 21:24:00
73,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-06 20:00:00
73,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-06 20:02:00
73,user,Me siento motivado pero cansado.,Medio,2026-03-06 20:02:00
73,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-03-06 20:06:00
73,user,Necesito ayuda para organizarme.,Medio,2026-03-06 20:32:00
316,user,Me siento estresado con la carga de trabajo.,Alto,2026-05-23 04:00:00
316,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-05-23 04:02:00
316,user,La carga académica es muy pesada.,Alto,2026-05-23 04:06:00
316,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-05-23 04:18:00
382,user,Me siento bien hoy.,Medio,2026-01-22 16:00:00
382,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-22 16:01:00
382,user,Estoy preocupado por mis calificaciones.,Medio,2026-01-22 16:06:00
382,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-22 16:18:00
382,user,Me siento estresado con la carga de trabajo.,Medio,2026-01-22 16:16:00
54,user,No he dormido bien esta semana.,Alto,2026-03-03 19:00:00
54,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-03-03 19:04:00
54,user,¿Hay recursos de apoyo disponibles?,Alto,2026-03-03 19:02:00
54,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-03-03 19:21:00
109,user,Necesito ayuda para organizarme.,Medio,2026-02-13 20:00:00
109,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-13 20:04:00
109,user,Necesito ayuda para organizarme.,Medio,2026-02-13 20:14:00
26,user,Estoy preocupado por mis calificaciones.,Alto,2026-06-17 19:00:00
26,assistant,Estoy viendo indicadores altos de riesgo. Es importante que hables con un tutor.,Alto,2026-06-17 19:05:00
26,user,Estoy preocupado por mis calificaciones.,Alto,2026-06-17 19:02:00
26,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-06-17 19:21:00
197,user,Estoy preocupado por mis calificaciones.,Medio,2026-03-05 04:00:00
197,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-05 04:08:00
69,user,No he dormido bien esta semana.,Alto,2026-03-13 17:00:00
69,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-03-13 17:02:00
97,user,La carga académica es muy pesada.,Medio,2026-02-27 03:00:00
97,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-27 03:05:00
97,user,No he dormido bien esta semana.,Medio,2026-02-27 03:04:00
97,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-27 03:12:00
97,user,No he dormido bien esta semana.,Medio,2026-02-27 03:32:00
106,user,Me siento bien hoy.,Medio,2026-01-24 23:00:00
106,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-24 23:03:00
46,user,Me siento motivado pero cansado.,Medio,2026-02-01 19:00:00
46,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-02-01 19:01:00
46,user,Tengo problemas para concentrarme.,Medio,2026-02-01 19:08:00
46,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-01 19:18:00
26,user,¿Puedes darme consejos para manejar el estrés?,Bajo,2026-02-23 21:00:00
26,assistant,Me alegra ver que todo va bien. Recuerda tomar descansos periódicos.,Bajo,2026-02-23 21:04:00
26,user,Me siento estresado con la carga de trabajo.,Bajo,2026-02-23 21:14:00
26,assistant,Me alegra ver que todo va bien. Recuerda tomar descansos periódicos.,Bajo,2026-02-23 21:09:00
488,user,Necesito ayuda para organizarme.,Medio,2026-01-31 19:00:00
488,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-01-31 19:08:00
488,user,No he dormido bien esta semana.,Medio,2026-01-31 19:08:00
312,user,Me siento estresado con la carga de trabajo.,Medio,2026-06-06 18:00:00
312,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-06 18:02:00
312,user,Estoy preocupado por mis calificaciones.,Medio,2026-06-06 18:02:00
312,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-06 18:09:00
374,user,Me siento bien hoy.,Medio,2026-04-19 16:00:00
374,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-19 16:01:00
292,user,Me siento estresado con la carga de trabajo.,Medio,2026-04-25 04:00:00
292,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-25 04:08:00
292,user,¿Hay recursos de apoyo disponibles?,Medio,2026-04-25 04:14:00
148,user,Me siento motivado pero cansado.,Medio,2026-04-24 23:00:00
148,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-24 23:08:00
148,user,Me siento motivado pero cansado.,Medio,2026-04-24 23:06:00
236,user,Estoy preocupado por mis calificaciones.,Medio,2026-04-17 19:00:00
236,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-17 19:06:00
236,user,Me siento estresado con la carga de trabajo.,Medio,2026-04-17 19:14:00
416,user,Tengo problemas para concentrarme.,Alto,2026-01-25 23:00:00
416,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-01-25 23:03:00
416,user,Necesito ayuda para organizarme.,Alto,2026-01-25 23:08:00
416,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-01-25 23:21:00
416,user,Estoy preocupado por mis calificaciones.,Alto,2026-01-25 23:32:00
379,user,Estoy preocupado por mis calificaciones.,Medio,2026-04-24 23:00:00
379,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-24 23:04:00
379,user,Me siento bien hoy.,Medio,2026-04-24 23:08:00
379,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-04-24 23:12:00
295,user,Tengo problemas para concentrarme.,Medio,2026-07-03 04:00:00
295,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-07-03 04:05:00
295,user,Me siento bien hoy.,Medio,2026-07-03 04:14:00
295,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-07-03 04:24:00
295,user,No he dormido bien esta semana.,Medio,2026-07-03 04:32:00
157,user,Me siento bien hoy.,Alto,2026-06-23 22:00:00
157,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-06-23 22:03:00
341,user,Me siento estresado con la carga de trabajo.,Medio,2026-05-27 22:00:00
341,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-05-27 22:03:00
341,user,La carga académica es muy pesada.,Medio,2026-05-27 22:06:00
341,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-27 22:21:00
341,user,¿Hay recursos de apoyo disponibles?,Medio,2026-05-27 22:16:00
81,user,Me siento motivado pero cansado.,Medio,2026-05-14 19:00:00
81,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-05-14 19:01:00
81,user,No he dormido bien esta semana.,Medio,2026-05-14 19:04:00
47,user,Necesito ayuda para organizarme.,Medio,2026-01-28 21:00:00
47,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-01-28 21:03:00
47,user,Me siento bien hoy.,Medio,2026-01-28 21:10:00
47,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-01-28 21:18:00
323,user,La carga académica es muy pesada.,Medio,2026-06-13 23:00:00
323,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-13 23:03:00
323,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-06-13 23:06:00
216,user,La carga académica es muy pesada.,Medio,2026-06-22 22:00:00
216,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-22 22:03:00
216,user,Me siento motivado pero cansado.,Medio,2026-06-22 22:04:00
216,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-06-22 22:09:00
216,user,Estoy preocupado por mis calificaciones.,Medio,2026-06-22 22:32:00
198,user,Me siento motivado pero cansado.,Medio,2026-01-21 01:00:00
198,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-21 01:01:00
198,user,Me siento motivado pero cansado.,Medio,2026-01-21 01:12:00
198,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-01-21 01:06:00
457,user,¿Puedes darme consejos para manejar el estrés?,Medio,2026-03-01 18:00:00
457,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-01 18:04:00
457,user,Necesito ayuda para organizarme.,Medio,2026-03-01 18:10:00
457,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-01 18:06:00
457,user,Necesito ayuda para organizarme.,Medio,2026-03-01 18:32:00
12,user,La carga académica es muy pesada.,Medio,2026-06-15 22:00:00
12,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-06-15 22:05:00
12,user,Tengo problemas para concentrarme.,Medio,2026-06-15 22:02:00
12,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-15 22:18:00
467,user,La carga académica es muy pesada.,Alto,2026-06-30 19:00:00
467,assistant,Tu nivel de estrés es preocupante. ¿Podemos hablar de lo que te está afectando?,Alto,2026-06-30 19:06:00
467,user,Me siento estresado con la carga de trabajo.,Alto,2026-06-30 19:10:00
467,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-06-30 19:24:00
341,user,¿Hay recursos de apoyo disponibles?,Medio,2026-06-05 16:00:00
341,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-06-05 16:07:00
106,user,Estoy preocupado por mis calificaciones.,Medio,2026-04-22 22:00:00
106,assistant,Hay señales de alerta moderadas. Te recomiendo establecer una rutina de descanso.,Medio,2026-04-22 22:07:00
106,user,Estoy preocupado por mis calificaciones.,Medio,2026-04-22 22:12:00
106,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-04-22 22:18:00
372,user,Me siento motivado pero cansado.,Medio,2026-03-05 23:00:00
372,assistant,Veo que la carga académica te preocupa. Vamos a crear un plan de organización.,Medio,2026-03-05 23:06:00
445,user,Me siento bien hoy.,Medio,2026-02-13 16:00:00
445,assistant,Noto que hay áreas que podrían mejorar. ¿Te gustaría hablar más sobre el estrés?,Medio,2026-02-13 16:06:00
37,user,No he dormido bien esta semana.,Alto,2026-03-17 04:00:00
37,assistant,Recomiendo que busques apoyo con consejería estudiantil para evitar una crisis.,Alto,2026-03-17 04:01:00
381,user,¿Hay recursos de apoyo disponibles?,Alto,2026-06-22 17:00:00
